received_at,esp32_millis,value
2026-07-01T01:31:02.903748,798692,53
2026-07-01T01:31:02.903748,798703,18
2026-07-01T01:31:02.903748,798713,49
2026-07-01T01:31:02.903748,798724,21
2026-07-01T01:31:02.985603,798795,28
2026-07-01T01:31:02.985603,798805,29
2026-07-01T01:31:02.985603,798816,17
2026-07-01T01:31:02.985603,798827,33
2026-07-01T01:31:02.985603,798837,16
2026-07-01T01:31:03.095842,798883,19
2026-07-01T01:31:03.095842,798894,43
2026-07-01T01:31:03.095842,798905,27
2026-07-01T01:31:03.095842,798915,20
2026-07-01T01:31:03.095842,798925,30
2026-07-01T01:31:03.180286,798998,1
2026-07-01T01:31:03.180286,799009,61
2026-07-01T01:31:03.180286,799019,9
2026-07-01T01:31:03.180286,799030,60
2026-07-01T01:31:03.180286,799040,12
2026-07-01T01:31:03.283036,799078,7
2026-07-01T01:31:03.283036,799089,61
2026-07-01T01:31:03.283036,799099,10
2026-07-01T01:31:03.283036,799110,58
2026-07-01T01:31:03.283036,799120,12
2026-07-01T01:31:03.389342,799175,19
2026-07-01T01:31:03.389342,799186,32
2026-07-01T01:31:03.389342,799196,15
2026-07-01T01:31:03.389342,799207,42
2026-07-01T01:31:03.389342,799217,3
2026-07-01T01:31:03.475233,799286,36
2026-07-01T01:31:03.475233,799297,1
2026-07-01T01:31:03.475233,799308,56
2026-07-01T01:31:03.475233,799318,5
2026-07-01T01:31:03.475233,799328,62
2026-07-01T01:31:03.555906,799371,55
2026-07-01T01:31:03.555906,799381,17
2026-07-01T01:31:03.555906,799392,49
2026-07-01T01:31:03.555906,799402,20
2026-07-01T01:31:03.555906,799412,45
2026-07-01T01:31:03.650151,799459,12
2026-07-01T01:31:03.650151,799470,57
2026-07-01T01:31:03.650151,799480,14
2026-07-01T01:31:03.650151,799491,53
2026-07-01T01:31:03.650151,799501,17
2026-07-01T01:31:03.736334,799545,32
2026-07-01T01:31:03.736334,799555,17
2026-07-01T01:31:03.736334,799566,42
2026-07-01T01:31:03.736334,799576,0
2026-07-01T01:31:03.736334,799586,54
2026-07-01T01:31:03.828131,799640,15
2026-07-01T01:31:03.828131,799651,50
2026-07-01T01:31:03.828131,799662,19
2026-07-01T01:31:03.828131,799672,44
2026-07-01T01:31:03.828131,799682,24
2026-07-01T01:31:03.931791,799718,9
2026-07-01T01:31:03.931791,799730,55
2026-07-01T01:31:03.931791,799740,17
2026-07-01T01:31:03.931791,799751,51
2026-07-01T01:31:03.931791,799761,19
2026-07-01T01:31:04.045816,799824,32
2026-07-01T01:31:04.045816,799835,16
2026-07-01T01:31:04.045816,799845,43
2026-07-01T01:31:04.045816,799856,1
2026-07-01T01:31:04.045816,799866,57
2026-07-01T01:31:04.222952,800004,33
2026-07-01T01:31:04.222952,800015,13
2026-07-01T01:31:04.222952,800025,48
2026-07-01T01:31:04.222952,800036,1
2026-07-01T01:31:04.222952,800046,60
2026-07-01T01:31:04.325964,800120,17
2026-07-01T01:31:04.325964,800130,50
2026-07-01T01:31:04.325964,800140,19
2026-07-01T01:31:04.325964,800151,45
2026-07-01T01:31:04.325964,800161,24
2026-07-01T01:31:04.435249,800220,20
2026-07-01T01:31:04.435249,800231,41
2026-07-01T01:31:04.435249,800241,24
2026-07-01T01:31:04.435249,800252,28
2026-07-01T01:31:04.435249,800262,29
2026-07-01T01:31:04.612612,800369,51
2026-07-01T01:31:04.612612,800380,19
2026-07-01T01:31:04.612612,800390,48
2026-07-01T01:31:04.612612,800400,21
2026-07-01T01:31:04.612612,800410,42
2026-07-01T01:31:04.708938,800505,55
2026-07-01T01:31:04.708938,800515,7
2026-07-01T01:31:04.708938,800526,62
2026-07-01T01:31:04.708938,800536,9
2026-07-01T01:31:04.708938,800546,58
2026-07-01T01:31:05.100139,800604,46
2026-07-01T01:31:05.100139,800615,2
2026-07-01T01:31:05.100139,800625,60
2026-07-01T01:31:05.100139,800635,7
2026-07-01T01:31:05.100139,800646,60
2026-07-01T01:31:05.681241,801011,17
2026-07-01T01:31:05.681241,801023,50
2026-07-01T01:31:05.681241,801033,4
2026-07-01T01:31:05.681241,801044,58
2026-07-01T01:31:05.681241,801054,5
2026-07-01T01:31:06.080442,801620,30
2026-07-01T01:31:06.080442,801630,17
2026-07-01T01:31:06.080442,801640,33
2026-07-01T01:31:06.080442,801651,17
2026-07-01T01:31:06.080442,801662,50
2026-07-01T01:31:06.379308,801995,15
2026-07-01T01:31:06.379308,802005,52
2026-07-01T01:31:06.379308,802017,21
2026-07-01T01:31:06.379308,802027,33
2026-07-01T01:31:06.379308,802037,25
2026-07-01T01:31:06.736744,802272,6
2026-07-01T01:31:06.736744,802282,62
2026-07-01T01:31:06.736744,802293,10
2026-07-01T01:31:06.736744,802303,58
2026-07-01T01:31:06.736744,802314,14
2026-07-01T01:31:07.252778,802628,15
2026-07-01T01:31:07.252778,802639,37
2026-07-01T01:31:07.252778,802649,2
2026-07-01T01:31:07.252778,802660,51
2026-07-01T01:31:07.252778,802670,4
2026-07-01T01:31:07.823168,803146,21
2026-07-01T01:31:07.823168,803157,32
2026-07-01T01:31:07.823168,803168,16
2026-07-01T01:31:07.823168,803178,39
2026-07-01T01:31:07.823168,803188,5
2026-07-01T01:31:08.409794,803730,12
2026-07-01T01:31:08.409794,803741,55
2026-07-01T01:31:08.409794,803751,15
2026-07-01T01:31:08.409794,803761,53
2026-07-01T01:31:08.409794,803772,17
2026-07-01T01:31:09.015297,804323,28
2026-07-01T01:31:09.015297,804333,29
2026-07-01T01:31:09.015297,804344,17
2026-07-01T01:31:09.015297,804354,31
2026-07-01T01:31:09.015297,804364,18
2026-07-01T01:31:09.754258,804915,48
2026-07-01T01:31:09.754258,804925,2
2026-07-01T01:31:09.754258,804936,61
2026-07-01T01:31:09.754258,804946,9
2026-07-01T01:31:09.754258,804956,61
2026-07-01T01:31:10.171448,805694,61
2026-07-01T01:31:10.171448,805705,9
2026-07-01T01:31:10.171448,805715,60
2026-07-01T01:31:10.171448,805725,10
2026-07-01T01:31:10.171448,805735,57
2026-07-01T01:31:10.605028,806108,19
2026-07-01T01:31:10.605028,806119,30
2026-07-01T01:31:10.605028,806129,27
2026-07-01T01:31:10.605028,806139,21
2026-07-01T01:31:10.605028,806149,29
2026-07-01T01:31:10.922106,806505,14
2026-07-01T01:31:10.922106,806515,52
2026-07-01T01:31:10.922106,806526,18
2026-07-01T01:31:10.922106,806536,49
2026-07-01T01:31:10.922106,806547,20
2026-07-01T01:31:11.541355,806824,14
2026-07-01T01:31:11.541355,806834,54
2026-07-01T01:31:11.541355,806845,17
2026-07-01T01:31:11.541355,806855,50
2026-07-01T01:31:11.541355,806866,19
2026-07-01T01:31:11.672473,807445,21
2026-07-01T01:31:11.672473,807456,31
2026-07-01T01:31:11.672473,807466,27
2026-07-01T01:31:11.672473,807476,20
2026-07-01T01:31:11.672473,807487,29
2026-07-01T01:31:11.862473,807567,29
2026-07-01T01:31:11.862473,807577,17
2026-07-01T01:31:11.862473,807588,33
2026-07-01T01:31:11.862473,807598,10
2026-07-01T01:31:11.862473,807608,45
2026-07-01T01:31:12.248956,807754,42
2026-07-01T01:31:12.248956,807765,26
2026-07-01T01:31:12.248956,807776,21
2026-07-01T01:31:12.248956,807786,29
2026-07-01T01:31:12.248956,807796,19
2026-07-01T01:31:12.758332,808155,27
2026-07-01T01:31:12.758332,808165,29
2026-07-01T01:31:12.758332,808175,21
2026-07-01T01:31:12.758332,808186,31
2026-07-01T01:31:12.758332,808196,18
2026-07-01T01:31:13.490678,808667,52
2026-07-01T01:31:13.490678,808677,6
2026-07-01T01:31:13.490678,808688,61
2026-07-01T01:31:13.490678,808698,10
2026-07-01T01:31:13.490678,808708,60
2026-07-01T01:31:13.900902,809476,8
2026-07-01T01:31:13.900902,809487,60
2026-07-01T01:31:13.900902,809497,12
2026-07-01T01:31:13.900902,809508,56
2026-07-01T01:31:13.900902,809518,15
2026-07-01T01:31:14.437838,809964,50
2026-07-01T01:31:14.437838,809974,3
2026-07-01T01:31:14.437838,809985,60
2026-07-01T01:31:14.437838,809995,8
2026-07-01T01:31:14.437838,810005,61
2026-07-01T01:31:15.124778,810342,32
2026-07-01T01:31:15.124778,810352,13
2026-07-01T01:31:15.124778,810362,45
2026-07-01T01:31:15.124778,810373,0
2026-07-01T01:31:15.124778,810383,55
2026-07-01T01:31:15.393912,811019,28
2026-07-01T01:31:15.393912,811029,18
2026-07-01T01:31:15.393912,811041,41
2026-07-01T01:31:15.393912,811051,0
2026-07-01T01:31:15.393912,811062,55
2026-07-01T01:31:16.039921,811289,17
2026-07-01T01:31:16.039921,811300,43
2026-07-01T01:31:16.039921,811311,0
2026-07-01T01:31:16.039921,811321,57
2026-07-01T01:31:16.039921,811332,5
2026-07-01T01:31:16.456323,811933,10
2026-07-01T01:31:16.456323,811944,57
2026-07-01T01:31:16.456323,811954,15
2026-07-01T01:31:16.456323,811965,50
2026-07-01T01:31:16.456323,811975,20
2026-07-01T01:31:17.000908,812359,49
2026-07-01T01:31:17.000908,812369,5
2026-07-01T01:31:17.000908,812380,57
2026-07-01T01:31:17.000908,812390,10
2026-07-01T01:31:17.000908,812400,56
2026-07-01T01:31:17.316569,812933,19
2026-07-01T01:31:17.316569,812943,36
2026-07-01T01:31:17.316569,812954,24
2026-07-01T01:31:17.316569,812964,29
2026-07-01T01:31:17.316569,812974,27
2026-07-01T01:31:17.583461,813269,9
2026-07-01T01:31:17.583461,813280,61
2026-07-01T01:31:17.583461,813290,12
2026-07-01T01:31:17.583461,813300,58
2026-07-01T01:31:17.583461,813310,13
2026-07-01T01:31:17.870521,813531,16
2026-07-01T01:31:17.870521,813541,49
2026-07-01T01:31:17.870521,813552,21
2026-07-01T01:31:17.870521,813562,37
2026-07-01T01:31:17.870521,813572,22
2026-07-01T01:31:18.140910,813778,61
2026-07-01T01:31:18.140910,813789,10
2026-07-01T01:31:18.140910,813799,58
2026-07-01T01:31:18.140910,813809,13
2026-07-01T01:31:18.140910,813819,57
2026-07-01T01:31:18.420979,814037,62
2026-07-01T01:31:18.420979,814048,10
2026-07-01T01:31:18.420979,814058,60
2026-07-01T01:31:18.420979,814068,12
2026-07-01T01:31:18.420979,814078,58
2026-07-01T01:31:18.532905,814314,100
2026-07-01T01:31:18.532905,814326,7
2026-07-01T01:31:18.532905,814336,61
2026-07-01T01:31:18.532905,814347,10
2026-07-01T01:31:18.532905,814357,60
2026-07-01T01:31:19.035440,814430,18
2026-07-01T01:31:19.035440,814440,36
2026-07-01T01:31:19.035440,814451,25
2026-07-01T01:31:19.035440,814461,22
2026-07-01T01:31:19.035440,814471,29
2026-07-01T01:31:19.440053,814932,130
2026-07-01T01:31:19.440053,814943,0
2026-07-01T01:31:19.440053,814953,60
2026-07-01T01:31:19.440053,814964,4
2026-07-01T01:31:19.440053,814974,64
2026-07-01T01:31:19.648185,815337,56
2026-07-01T01:31:19.648185,815347,17
2026-07-01T01:31:19.648185,815357,51
2026-07-01T01:31:19.648185,815368,19
2026-07-01T01:31:19.648185,815378,37
2026-07-01T01:31:19.953415,815557,51
2026-07-01T01:31:19.953415,815567,20
2026-07-01T01:31:19.953415,815578,37
2026-07-01T01:31:19.953415,815588,24
2026-07-01T01:31:19.953415,815599,21
2026-07-01T01:31:20.164375,815856,56
2026-07-01T01:31:20.164375,815866,17
2026-07-01T01:31:20.164375,815876,50
2026-07-01T01:31:20.164375,815887,21
2026-07-01T01:31:20.164375,815897,36
2026-07-01T01:31:20.449942,816080,0
2026-07-01T01:31:20.449942,816091,60
2026-07-01T01:31:20.449942,816101,5
2026-07-01T01:31:20.449942,816112,64
2026-07-01T01:31:20.449942,816122,7
2026-07-01T01:31:20.558830,816347,22
2026-07-01T01:31:20.558830,816358,20
2026-07-01T01:31:20.558830,816368,50
2026-07-01T01:31:20.558830,816379,17
2026-07-01T01:31:20.558830,816389,93
2026-07-01T01:31:21.049575,816450,56
2026-07-01T01:31:21.049575,816461,4
2026-07-01T01:31:21.049575,816471,64
2026-07-01T01:31:21.049575,816482,8
2026-07-01T01:31:21.049575,816492,61
2026-07-01T01:31:21.429038,816981,9
2026-07-01T01:31:21.429038,816992,60
2026-07-01T01:31:21.429038,817002,12
2026-07-01T01:31:21.429038,817012,58
2026-07-01T01:31:21.429038,817023,13
2026-07-01T01:31:22.149321,817565,29
2026-07-01T01:31:22.149321,817576,19
2026-07-01T01:31:22.149321,817586,78
2026-07-01T01:31:22.149321,817596,12
2026-07-01T01:31:22.149321,817607,144
2026-07-01T01:31:22.243005,818043,24
2026-07-01T01:31:22.243005,818054,22
2026-07-01T01:31:22.243005,818064,39
2026-07-01T01:31:22.243005,818075,18
2026-07-01T01:31:22.243005,818085,108
2026-07-01T01:31:22.549388,818144,42
2026-07-01T01:31:22.549388,818155,18
2026-07-01T01:31:22.549388,818165,82
2026-07-01T01:31:22.549388,818175,16
2026-07-01T01:31:22.549388,818186,125
2026-07-01T01:31:22.915129,818446,104
2026-07-01T01:31:22.915129,818456,3
2026-07-01T01:31:22.915129,818467,62
2026-07-01T01:31:22.915129,818477,7
2026-07-01T01:31:22.915129,818487,63
2026-07-01T01:31:23.008153,818809,55
2026-07-01T01:31:23.008153,818820,17
2026-07-01T01:31:23.008153,818831,46
2026-07-01T01:31:23.008153,818841,22
2026-07-01T01:31:23.008153,818851,32
2026-07-01T01:31:23.107629,818899,14
2026-07-01T01:31:23.107629,818910,51
2026-07-01T01:31:23.107629,818920,18
2026-07-01T01:31:23.107629,818930,43
2026-07-01T01:31:23.107629,818941,22
2026-07-01T01:31:23.199541,819005,48
2026-07-01T01:31:23.199541,819015,4
2026-07-01T01:31:23.199541,819025,57
2026-07-01T01:31:23.199541,819036,8
2026-07-01T01:31:23.199541,819046,58
2026-07-01T01:31:23.283578,819091,32
2026-07-01T01:31:23.283578,819101,27
2026-07-01T01:31:23.283578,819112,24
2026-07-01T01:31:23.283578,819122,28
2026-07-01T01:31:23.283578,819132,21
2026-07-01T01:31:23.376598,819176,8
2026-07-01T01:31:23.376598,819187,60
2026-07-01T01:31:23.376598,819197,10
2026-07-01T01:31:23.376598,819208,57
2026-07-01T01:31:23.376598,819218,13
2026-07-01T01:31:23.511685,819294,4
2026-07-01T01:31:23.511685,819304,52
2026-07-01T01:31:23.511685,819315,4
2026-07-01T01:31:23.511685,819325,61
2026-07-01T01:31:23.511685,819335,6
2026-07-01T01:31:23.589508,819405,60
2026-07-01T01:31:23.589508,819415,5
2026-07-01T01:31:23.589508,819426,61
2026-07-01T01:31:23.589508,819436,9
2026-07-01T01:31:23.589508,819446,60
2026-07-01T01:31:23.692399,819484,56
2026-07-01T01:31:23.692399,819495,9
2026-07-01T01:31:23.692399,819506,56
2026-07-01T01:31:23.692399,819516,14
2026-07-01T01:31:23.692399,819526,52
2026-07-01T01:31:23.789726,819584,56
2026-07-01T01:31:23.789726,819596,14
2026-07-01T01:31:23.789726,819607,52
2026-07-01T01:31:23.789726,819617,17
2026-07-01T01:31:23.789726,819627,50
2026-07-01T01:31:23.871600,819683,42
2026-07-01T01:31:23.871600,819694,8
2026-07-01T01:31:23.871600,819705,58
2026-07-01T01:31:23.871600,819715,12
2026-07-01T01:31:23.871600,819725,56
2026-07-01T01:31:23.988539,819784,57
2026-07-01T01:31:23.988539,819796,13
2026-07-01T01:31:23.988539,819806,55
2026-07-01T01:31:23.988539,819816,15
2026-07-01T01:31:23.988539,819827,53
2026-07-01T01:31:24.073099,819883,50
2026-07-01T01:31:24.073099,819894,5
2026-07-01T01:31:24.073099,819904,60
2026-07-01T01:31:24.073099,819914,7
2026-07-01T01:31:24.073099,819925,61
2026-07-01T01:31:24.161969,819967,54
2026-07-01T01:31:24.161969,819978,19
2026-07-01T01:31:24.161969,819989,36
2026-07-01T01:31:24.161969,819999,24
2026-07-01T01:31:24.161969,820010,26
2026-07-01T01:31:24.275281,820071,18
2026-07-01T01:31:24.275281,820082,76
2026-07-01T01:31:24.275281,820092,3
2026-07-01T01:31:24.275281,820102,51
2026-07-01T01:31:24.275281,820113,2
2026-07-01T01:31:24.419756,820184,62
2026-07-01T01:31:24.419756,820194,9
2026-07-01T01:31:24.419756,820205,60
2026-07-01T01:31:24.419756,820215,10
2026-07-01T01:31:24.419756,820225,58
2026-07-01T01:31:24.564546,820339,28
2026-07-01T01:31:24.564546,820350,19
2026-07-01T01:31:24.564546,820361,43
2026-07-01T01:31:24.564546,820371,16
2026-07-01T01:31:24.564546,820381,80
2026-07-01T01:31:24.814039,820490,20
2026-07-01T01:31:24.814039,820500,46
2026-07-01T01:31:24.814039,820510,18
2026-07-01T01:31:24.814039,820520,70
2026-07-01T01:31:24.814039,820531,13
2026-07-01T01:31:24.941079,820710,17
2026-07-01T01:31:24.941079,820720,149
2026-07-01T01:31:24.941079,820731,3
2026-07-01T01:31:24.941079,820741,110
2026-07-01T01:31:24.941079,820752,2
2026-07-01T01:31:25.192330,820896,18
2026-07-01T01:31:25.192330,820907,40
2026-07-01T01:31:25.192330,820917,22
2026-07-01T01:31:25.192330,820928,20
2026-07-01T01:31:25.192330,820939,48
2026-07-01T01:31:25.808833,821144,58
2026-07-01T01:31:25.808833,821154,14
2026-07-01T01:31:25.808833,821165,55
2026-07-01T01:31:25.808833,821175,17
2026-07-01T01:31:25.808833,821185,51
2026-07-01T02:30:26.580463,4407,318
2026-07-01T02:30:26.580463,4417,318
2026-07-01T02:30:26.580463,4427,318
2026-07-01T02:30:26.580463,4438,318
2026-07-01T02:30:26.580463,4448,318
2026-07-01T02:30:26.895867,4604,316
2026-07-01T02:30:26.895867,4614,316
2026-07-01T02:30:26.895867,4625,316
2026-07-01T02:30:26.895867,4635,316
2026-07-01T02:30:26.895867,4645,316
2026-07-01T02:30:27.052608,4897,315
2026-07-01T02:30:27.052608,4907,315
2026-07-01T02:30:27.052608,4918,315
2026-07-01T02:30:27.052608,4928,315
2026-07-01T02:30:27.052608,4939,315
2026-07-01T02:30:27.516554,5054,315
2026-07-01T02:30:27.516554,5065,314
2026-07-01T02:30:27.516554,5076,315
2026-07-01T02:30:27.516554,5086,314
2026-07-01T02:30:27.516554,5096,314
2026-07-01T02:30:28.024060,5660,312
2026-07-01T02:30:28.024060,5671,313
2026-07-01T02:30:28.024060,5681,312
2026-07-01T02:30:28.024060,5691,313
2026-07-01T02:30:28.024060,5702,313
2026-07-01T02:30:28.499073,6096,309
2026-07-01T02:30:28.499073,6107,309
2026-07-01T02:30:28.499073,6117,309
2026-07-01T02:30:28.499073,6127,310
2026-07-01T02:30:28.499073,6138,310
2026-07-01T02:30:28.722438,6502,308
2026-07-01T02:30:28.722438,6513,309
2026-07-01T02:30:28.722438,6523,308
2026-07-01T02:30:28.722438,6534,308
2026-07-01T02:30:28.722438,6544,309
2026-07-01T02:30:28.919221,6728,307
2026-07-01T02:30:28.919221,6738,307
2026-07-01T02:30:28.919221,6749,307
2026-07-01T02:30:28.919221,6759,307
2026-07-01T02:30:28.919221,6769,307
2026-07-01T02:30:29.073149,6915,306
2026-07-01T02:30:29.073149,6926,306
2026-07-01T02:30:29.073149,6937,305
2026-07-01T02:30:29.073149,6947,306
2026-07-01T02:30:29.073149,6957,306
2026-07-01T02:30:29.225562,7075,305
2026-07-01T02:30:29.225562,7086,304
2026-07-01T02:30:29.225562,7096,303
2026-07-01T02:30:29.225562,7107,303
2026-07-01T02:30:29.225562,7117,305
2026-07-01T02:30:29.499241,7229,303
2026-07-01T02:30:29.499241,7240,303
2026-07-01T02:30:29.499241,7250,303
2026-07-01T02:30:29.499241,7260,303
2026-07-01T02:30:29.499241,7271,304
2026-07-01T02:30:29.637493,7502,301
2026-07-01T02:30:29.637493,7513,301
2026-07-01T02:30:29.637493,7523,301
2026-07-01T02:30:29.637493,7534,301
2026-07-01T02:30:29.637493,7544,301
2026-07-01T02:30:30.996349,7637,301
2026-07-01T02:30:30.996349,7647,301
2026-07-01T02:30:30.996349,7658,301
2026-07-01T02:30:30.996349,7668,301
2026-07-01T02:30:30.996349,7678,301
2026-07-01T02:30:31.179436,9017,290
2026-07-01T02:30:31.179436,9028,290
2026-07-01T02:30:31.179436,9038,290
2026-07-01T02:30:31.179436,9049,290
2026-07-01T02:30:31.179436,9059,290
2026-07-01T02:30:31.362926,9176,289
2026-07-01T02:30:31.362926,9186,289
2026-07-01T02:30:31.362926,9196,289
2026-07-01T02:30:31.362926,9206,289
2026-07-01T02:30:31.362926,9217,289
2026-07-01T02:30:32.093704,9361,288
2026-07-01T02:30:32.093704,9372,288
2026-07-01T02:30:32.093704,9382,286
2026-07-01T02:30:32.093704,9393,288
2026-07-01T02:30:32.093704,9403,288
2026-07-01T02:30:32.296604,10096,281
2026-07-01T02:30:32.296604,10107,282
2026-07-01T02:30:32.296604,10117,281
2026-07-01T02:30:32.296604,10127,281
2026-07-01T02:30:32.296604,10138,282
2026-07-01T02:30:32.974019,10299,281
2026-07-01T02:30:32.974019,10309,280
2026-07-01T02:30:32.974019,10319,281
2026-07-01T02:30:32.974019,10330,280
2026-07-01T02:30:32.974019,10340,280
2026-07-01T02:30:33.335945,11017,274
2026-07-01T02:30:33.335945,11028,274
2026-07-01T02:30:33.335945,11038,274
2026-07-01T02:30:33.335945,11048,274
2026-07-01T02:30:33.335945,11058,274
2026-07-01T02:30:33.565290,11414,272
2026-07-01T02:30:33.565290,11425,271
2026-07-01T02:30:33.565290,11435,272
2026-07-01T02:30:33.565290,11445,272
2026-07-01T02:30:33.565290,11455,272
2026-07-01T02:30:33.787783,11604,272
2026-07-01T02:30:33.787783,11615,271
2026-07-01T02:30:33.787783,11625,271
2026-07-01T02:30:33.787783,11635,271
2026-07-01T02:30:33.787783,11645,272
2026-07-01T02:30:35.176816,11849,268
2026-07-01T02:30:35.176816,11859,268
2026-07-01T02:30:35.176816,11869,268
2026-07-01T02:30:35.176816,11880,269
2026-07-01T02:30:35.176816,11890,269
2026-07-01T02:30:35.377028,13190,260
2026-07-01T02:30:35.377028,13201,260
2026-07-01T02:30:35.377028,13211,259
2026-07-01T02:30:35.377028,13221,260
2026-07-01T02:30:35.377028,13231,260
2026-07-01T02:30:35.831321,13376,259
2026-07-01T02:30:35.831321,13387,258
2026-07-01T02:30:35.831321,13397,259
2026-07-01T02:30:35.831321,13408,259
2026-07-01T02:30:35.831321,13418,259
2026-07-01T02:30:35.987427,13840,256
2026-07-01T02:30:35.987427,13851,256
2026-07-01T02:30:35.987427,13861,256
2026-07-01T02:30:35.987427,13871,256
2026-07-01T02:30:35.987427,13881,256
2026-07-01T02:30:36.203888,13988,255
2026-07-01T02:30:36.203888,13998,255
2026-07-01T02:30:36.203888,14009,255
2026-07-01T02:30:36.203888,14019,255
2026-07-01T02:30:36.203888,14030,255
2026-07-01T02:30:36.515683,14224,254
2026-07-01T02:30:36.515683,14235,254
2026-07-01T02:30:36.515683,14245,254
2026-07-01T02:30:36.515683,14255,254
2026-07-01T02:30:36.515683,14266,254
2026-07-01T02:30:36.732617,14560,252
2026-07-01T02:30:36.732617,14571,250
2026-07-01T02:30:36.732617,14581,252
2026-07-01T02:30:36.732617,14592,252
2026-07-01T02:30:36.732617,14602,252
2026-07-01T02:30:37.013388,14799,249
2026-07-01T02:30:37.013388,14809,249
2026-07-01T02:30:37.013388,14819,249
2026-07-01T02:30:37.013388,14829,249
2026-07-01T02:30:37.013388,14840,249
2026-07-01T02:30:37.221641,15015,248
2026-07-01T02:30:37.221641,15025,247
2026-07-01T02:30:37.221641,15036,248
2026-07-01T02:30:37.221641,15046,247
2026-07-01T02:30:37.221641,15056,247
2026-07-01T02:30:37.428014,15219,247
2026-07-01T02:30:37.428014,15230,246
2026-07-01T02:30:37.428014,15240,247
2026-07-01T02:30:37.428014,15251,246
2026-07-01T02:30:37.428014,15261,247
2026-07-01T02:30:37.662482,15425,246
2026-07-01T02:30:37.662482,15436,246
2026-07-01T02:30:37.662482,15447,245
2026-07-01T02:30:37.662482,15457,246
2026-07-01T02:30:37.662482,15467,246
2026-07-01T02:30:37.829906,15664,244
2026-07-01T02:30:37.829906,15676,244
2026-07-01T02:30:37.829906,15686,244
2026-07-01T02:30:37.829906,15697,244
2026-07-01T02:30:37.829906,15707,243
2026-07-01T02:30:38.434518,15833,243
2026-07-01T02:30:38.434518,15844,243
2026-07-01T02:30:38.434518,15854,243
2026-07-01T02:30:38.434518,15864,243
2026-07-01T02:30:38.434518,15875,243
2026-07-01T02:30:38.843375,16545,236
2026-07-01T02:30:38.843375,16555,236
2026-07-01T02:30:38.843375,16566,236
2026-07-01T02:30:38.843375,16576,237
2026-07-01T02:30:38.843375,16586,236
2026-07-01T02:30:39.620334,17152,234
2026-07-01T02:30:39.620334,17163,233
2026-07-01T02:30:39.620334,17173,233
2026-07-01T02:30:39.620334,17183,234
2026-07-01T02:30:39.620334,17193,233
2026-07-01T02:30:39.876724,17725,229
2026-07-01T02:30:39.876724,17735,229
2026-07-01T02:30:39.876724,17745,229
2026-07-01T02:30:39.876724,17756,229
2026-07-01T02:30:39.876724,17766,229
2026-07-01T02:30:39.978477,17874,228
2026-07-01T02:30:39.978477,17884,228
2026-07-01T02:30:39.978477,17894,228
2026-07-01T02:30:39.978477,17905,228
2026-07-01T02:30:39.978477,17915,229
2026-07-01T02:30:40.181717,17978,228
2026-07-01T02:30:40.181717,17989,228
2026-07-01T02:30:40.181717,18000,228
2026-07-01T02:30:40.181717,18010,228
2026-07-01T02:30:40.181717,18020,228
2026-07-01T02:30:40.970809,18180,226
2026-07-01T02:30:40.970809,18191,226
2026-07-01T02:30:40.970809,18202,226
2026-07-01T02:30:40.970809,18212,226
2026-07-01T02:30:40.970809,18222,226
2026-07-01T02:30:41.209697,18972,218
2026-07-01T02:30:41.209697,18982,218
2026-07-01T02:30:41.209697,18993,218
2026-07-01T02:30:41.209697,19003,218
2026-07-01T02:30:41.209697,19013,218
2026-07-01T02:30:41.411906,19263,217
2026-07-01T02:30:41.411906,19274,217
2026-07-01T02:30:41.411906,19284,217
2026-07-01T02:30:41.411906,19294,217
2026-07-01T02:30:41.411906,19305,217
2026-07-01T02:30:41.626340,19414,216
2026-07-01T02:30:41.626340,19425,216
2026-07-01T02:30:41.626340,19435,216
2026-07-01T02:30:41.626340,19446,216
2026-07-01T02:30:41.626340,19456,216
2026-07-01T02:30:42.943041,19631,214
2026-07-01T02:30:42.943041,19642,214
2026-07-01T02:30:42.943041,19653,214
2026-07-01T02:30:42.943041,19663,214
2026-07-01T02:30:42.943041,19673,213
2026-07-01T02:30:43.186381,20954,206
2026-07-01T02:30:43.186381,20965,205
2026-07-01T02:30:43.186381,20975,206
2026-07-01T02:30:43.186381,20986,205
2026-07-01T02:30:43.186381,20996,205
2026-07-01T02:30:43.876586,21187,204
2026-07-01T02:30:43.876586,21198,204
2026-07-01T02:30:43.876586,21208,204
2026-07-01T02:30:43.876586,21218,204
2026-07-01T02:30:43.876586,21229,204
2026-07-01T02:30:44.584784,21891,199
2026-07-01T02:30:44.584784,21903,199
2026-07-01T02:30:44.584784,21913,199
2026-07-01T02:30:44.584784,21923,199
2026-07-01T02:30:44.584784,21934,199
2026-07-01T02:30:45.133370,22595,195
2026-07-01T02:30:45.133370,22605,195
2026-07-01T02:30:45.133370,22615,195
2026-07-01T02:30:45.133370,22625,195
2026-07-01T02:30:45.133370,22636,195
2026-07-01T02:30:45.415144,23231,190
2026-07-01T02:30:45.415144,23242,189
2026-07-01T02:30:45.415144,23252,189
2026-07-01T02:30:45.415144,23262,189
2026-07-01T02:30:45.415144,23272,190
2026-07-01T02:30:45.903921,23417,189
2026-07-01T02:30:45.903921,23428,189
2026-07-01T02:30:45.903921,23438,189
2026-07-01T02:30:45.903921,23448,189
2026-07-01T02:30:45.903921,23459,189
2026-07-01T02:30:46.455310,23925,188
2026-07-01T02:30:46.455310,23935,188
